gaia_id,ra,dec,main_id,simbad_names,star_names,common_name,has_common_name,object_type
2105329819599365248,283.1319165848269,43.956005727742735,Kepler-1919,Kepler-1919|Gaia DR3 2105329819599365248|TIC 164459883|Gaia DR2 2105329819599365248|KOI-3383|2MASS J18523165+4357214|KIC 8078502,Kepler-1919,Kepler-1919,True,Ro*
2105343799713595904,283.0029298077858,44.28410443071432,Kepler-271,LAMOST J185200.71+441703.2|UCAC4 672-067280|Gaia DR3 2105343799713595904|TIC 164414655|SPOCS 2160|Gaia DR2 2105343799713595904|KOI-1151|2MASS J18520071+4417032|Kepler-271|KIC 8280511|SPOCS 3791,LAMOST J185200.71+441703.2,LAMOST J185200.71+441703.2,True,Er*
2105414310196331264,282.37754026606484,44.694568560192444,Kepler-457c,NAME KIC 8540376c|Kepler-457c|KOI-7892.02,KIC 8540376c,KIC 8540376c,True,Pl
2105526799680172032,285.7284751930001,42.65446295219025,Kepler-1542b,KOI-4032.01|Kepler-1542b,KOI-4032.01,KOI-4032.01,True,Pl
2105618029085927680,287.2954010039887,43.279867524725944,Kepler-605b,KOI-568.01|Kepler-605b,KOI-568.01,KOI-568.01,True,Pl
2105673726221976576,286.2717159289686,43.595204042386975,Kepler-886b,KOI-1533.01|Kepler-886b,KOI-1533.01,KOI-1533.01,True,Pl
2105697533221828224,286.37181643690803,43.69208637864327,Kepler-1874,Kepler-1874|Gaia DR3 2105697533221828224|TIC 158219569|2MASS J19052923+4341309|KOI-2760|** KOI 2760|WDS J19055+4342AB|Gaia DR2 2105697533221828224|UCAC4 669-069933|KIC 7877978,Kepler-1874,Kepler-1874,True,Er*
2105726605858883456,285.72275075602954,43.009486063082605,Kepler-1595b,KOI-4364.01|Kepler-1595b,KOI-4364.01,KOI-4364.01,True,Pl
2105752581821148544,285.8305106054433,43.19837660378289,Kepler-1461b,KOI-3303.01|Kepler-1461b,KOI-3303.01,KOI-3303.01,True,Pl
2105847174181385600,284.9630595723392,43.91302880381075,Kepler-893b,KOI-1570.01|Kepler-893b,KOI-1570.01,KOI-1570.01,True,Pl
2105886790959182976,285.55778764434046,44.0108234527658,Kepler-1460b,KOI-3298.01|Kepler-1460b,KOI-3298.01,KOI-3298.01,True,Pl
2105915343901864832,285.6285198793645,44.3107820657457,Gaia DR3 2105915343899024512,Gaia DR3 2105915343899024512,,,False,WD?
2106001651264391040,287.14283277860443,43.616119532080155,Kepler-1850,Kepler-1850|Gaia DR3 2106001651264391040|TIC 158389981|Gaia DR2 2106001651264391040|2MASS J19083424+4336577|KOI-2527|KIC 7879433,Kepler-1850,Kepler-1850,True,Ro*
2106006156689931648,287.3612976407619,43.7388002537012,Kepler-1778b,Kepler-1778b|KOI-1968.01,Kepler-1778b,Kepler-1778b,True,Pl
2106262274180389376,286.94973773053124,45.353760883530576,Kepler-1700b,Kepler-1700b|KOI-4014.01,Kepler-1700b,Kepler-1700b,True,Pl
2106290208647252608,286.2246455841489,44.654487398604296,Kepler-1866b,Kepler-1866b|KOI-2658.01,Kepler-1866b,Kepler-1866b,True,Pl
2106371744306291328,285.03604903623614,45.07098913560869,Kepler-1991b,Kepler-1991b|KOI-1276.01,Kepler-1991b,Kepler-1991b,True,Pl
2106374557504930944,285.387369280978,45.04902568190847,Kepler-1067c,Kepler-1067c|KOI-2039.01,Kepler-1067c,Kepler-1067c,True,Pl
2106384010732717184,285.6558301972139,45.07944850893073,Kepler-649b,KOI-695.01|Kepler-649b,KOI-695.01,KOI-695.01,True,Pl
2106402496271967360,285.3458377561396,45.36777545090586,Kepler-295b,Kepler-295b|KOI-1413.01,Kepler-295b,Kepler-295b,True,Pl
2106414144223503360,285.3490553390887,45.55617655685012,Kepler-1635b,KOI-5622.01|Kepler-1635b,KOI-5622.01,KOI-5622.01,True,Pl
2106444552591200768,286.2716832706866,45.44080591463164,Kepler-1400b,KOI-2981.01|Kepler-1400b,KOI-2981.01,KOI-2981.01,True,Pl
2106520040936657536,285.4354683783241,45.9759579543015,Kepler-838,AP J19014452+4558336|Gaia DR3 2106520040936657536|TIC 351909828|Gaia DR2 2106520040936657536|2MASS J19014452+4558336|KOI-1410|Kepler-838|KIC 9391506,AP J19014452+4558336,AP J19014452+4558336,True,Ro*
2106546978971754368,285.3913084939226,46.18092918596304,Kepler-736b,KOI-943.01|Kepler-736b,KOI-943.01,KOI-943.01,True,Pl
2106595941599427072,284.51021481044046,43.9615600229359,Kepler-1025b,KOI-1951.01|Kepler-1025b,KOI-1951.01,KOI-1951.01,True,Pl
2106710978002603904,284.7882978433903,44.591620864453624,Kepler-647b,KOI-691.02|Kepler-647b,KOI-691.02,KOI-691.02,True,Pl
2106739943262307200,284.67723891611456,44.79763924982478,Kepler-282c,Kepler-282c|KOI-1278.04,Kepler-282c,Kepler-282c,True,Pl
2106747876063966976,284.7780884203138,44.916750235329644,Kepler-1498b,KOI-3432.01|Kepler-1498b,KOI-3432.01,KOI-3432.01,True,Pl
2106784610922074496,283.8996202099968,45.01691417456089,Kepler-648b,KOI-694.01|Kepler-648b,KOI-694.01,KOI-694.01,True,Pl
2106827216998206336,283.7547768142839,45.33512367778028,Kepler-1823b,Kepler-1823b|KOI-2319.01,Kepler-1823b,Kepler-1823b,True,Pl
2106891671567353728,283.2568108020912,45.08767942809341,Kepler-421b,KOI-1274.01|Kepler-421b,KOI-1274.01,KOI-1274.01,True,Pl
2106904148451706752,283.1510569857756,45.1400923347966,HD 175289b,Kepler-410b|HD 175289Ab|Kepler-410Ab|KOI-42.01|HD 175289b,Kepler-410b,Kepler-410b,True,Pl
2106904698207543936,283.1618824286922,45.19833683423223,Kepler-1083b,KOI-2074.01|Kepler-1083b,KOI-2074.01,KOI-2074.01,True,Pl
2106988158011587072,283.3456083340487,45.27435572945014,Kepler-1538,AP J18532297+4516280|Gaia DR3 2106988158011587072|TIC 164522561|Gaia DR2 2106988158011587072|KOI-4009|2MASS J18532297+4516280|Kepler-1538|KIC 8934103,AP J18532297+4516280,AP J18532297+4516280,True,Ro*
2107114704928577792,282.6296326791734,46.323279038750364,Kepler-422b,TOI-2176.01|TOI-2176b|KOI-22.01|Kepler-422b,TOI-2176.01,TOI-2176.01,True,Pl
2107186134525176960,284.92196460172585,45.972324892009425,Kepler-504b,KOI-249.01|Kepler-504b,KOI-249.01,KOI-249.01,True,Pl
2107236613280607104,284.55578683877354,46.06388791011217,Kepler-465b,KOI-110.01|Kepler-465b,KOI-110.01,KOI-110.01,True,Pl
2107240324132394496,284.4766906662458,46.25268136626575,Kepler-1074b,KOI-2057.01|Kepler-1074b,KOI-2057.01,KOI-2057.01,True,Pl
2107243072911617024,284.3942829947417,46.2491105461375,Kepler-484b,KOI-180.01|Kepler-484b,KOI-180.01,KOI-180.01,True,Pl
2107265028783828736,285.24676129074265,45.95010944321479,Kepler-837b,KOI-1409.01|Kepler-837b,KOI-1409.01,KOI-1409.01,True,Pl
2107313098057987712,285.2962574832216,46.6034508313423,Kepler-878b,KOI-1521.01|Kepler-878b,KOI-1521.01,KOI-1521.01,True,Pl
2107434834610481920,283.24133370857635,46.378468552457974,Kepler-453b,Kepler-453b,Kepler-453b,Kepler-453b,True,Pl
2107557464516077184,283.7977789717535,46.93101380325644,Kepler-1509,Gaia DR3 2107557464516077184|TIC 164558338|Gaia DR2 2107557464516077184|KOI-3470|2MASS J18551147+4655516|Kepler-1509|KIC 9995771,TIC 164558338,TIC 164558338,True,Ro*
2107658516506930048,283.42915354817893,47.59239462279762,Kepler-1998b,Kepler-1998b|KOI-2583.01,Kepler-1998b,Kepler-1998b,True,Pl
2115351387048328832,273.88477658934517,45.20880689744349,HD 168009b,HIP 89474b|HD 168009b,HIP 89474b,HIP 89474b,True,Pl
2115776451371641984,272.26703095001875,45.33690023995515,TOI-2583,TOI-2583|WISE J180904.08+452012.7|Gaia DR3 2115776451371641984|UCAC4 677-061448|TIC 7548817|2MASS J18090407+4520127,TOI-2583,TOI-2583,True,*
2116730994965905280,281.28813393906546,42.451098040783585,Kepler-8b,TOI-2177.01|TOI-2177b|Kepler-8b|KOI-10.01,TOI-2177.01,TOI-2177.01,True,Pl
2116750034560253184,280.82336453672343,42.63605271222799,Kepler-1386b,KOI-2920.01|Kepler-1386b,KOI-2920.01,KOI-2920.01,True,Pl
2116961690548889088,280.25837031931087,43.835742666499115,Kepler-1286b,KOI-2594.01|Kepler-1286b,KOI-2594.01,KOI-2594.01,True,Pl
2117344732912435968,280.5116799741085,44.1593499359774,Kepler-1341b,KOI-2762.01|Kepler-1341b,KOI-2762.01,KOI-2762.01,True,Pl
2118424350249708800,278.82950726264227,45.74565421210253,,,,,False,
2119201533172444160,281.69405460570323,46.946522590340656,Kepler-1140b,KOI-2205.01|Kepler-1140b,KOI-2205.01,KOI-2205.01,True,Pl
2119222252094710912,281.05035345259904,47.18820181592411,Kepler-1735,Kepler-1735|Gaia DR3 2119222252094710912|TIC 123206821|Gaia DR2 2119222252094710912|2MASS J18441202+4711173|KOI-1085|KIC 10118816,Kepler-1735,Kepler-1735,True,Ro*
2119409512668086656,280.7085837232376,47.32791895902332,Kepler-1907,Kepler-1907|Gaia DR3 2119409512668086656|TIC 123130285|Gaia DR2 2119409512668086656|KOI-3130|2MASS J18425005+4719410|KIC 10252275|SPOCS 4063,Kepler-1907,Kepler-1907,True,Ro*
2119591206965104768,281.5700010051796,47.39862138812008,Kepler-364b,Kepler-364b|KOI-2153.02,Kepler-364b,Kepler-364b,True,Pl
2119646801021958272,281.32259284555244,48.06649516395054,Kepler-1102b,KOI-2108.01|Kepler-1102b,KOI-2108.01,KOI-2108.01,True,Pl
2119710538336363904,282.37056960545567,48.25923301281299,KOI-7378.02,KOI-7378.02,KOI-7378.02,KOI-7378.02,True,Pl?
2119746375543622016,281.6476406683957,48.27095027207971,Kepler-1329b,KOI-2736.01|Kepler-1329b,KOI-2736.01,KOI-2736.01,True,Pl
2125790322246812672,291.6693450104364,42.590744901465115,KOI-2339.02,KOI-2339.02,KOI-2339.02,KOI-2339.02,True,Pl?
2125814129244571264,292.23491942900296,42.90946284071212,Kepler-1718b,Kepler-1718b|KOI-373.01,Kepler-1718b,Kepler-1718b,True,Pl
2125831210335846016,291.9518778670187,43.074613999159475,Kepler-184d,Kepler-184d|KOI-567.03,Kepler-184d,Kepler-184d,True,Pl
2125880825797124352,292.7846018455618,43.21601075582106,Kepler-1560b,KOI-4160.01|Kepler-1560b,KOI-4160.01,KOI-4160.01,True,Pl
2125960402948600704,292.39537147703237,43.8691318613141,Kepler-1534,TIC 63285279|KOI-3954|2MASS J19293489+4352086|Kepler-1534|KIC 8030339|UCAC4 670-074797,TIC 63285279,TIC 63285279,True,mul
2126061214423631232,290.87230688795495,43.33301108879736,Kepler-1931b,Kepler-1931b|KOI-3943.01,Kepler-1931b,Kepler-1931b,True,Pl
2126073961886389888,290.3931801703881,43.36385717740002,Kepler-716b,KOI-892.01|Kepler-716b,KOI-892.01,KOI-892.01,True,Pl
2126198756455621376,291.14515681655877,44.06246937791573,Kepler-1106b,KOI-2116.01|Kepler-1106b,KOI-2116.01,KOI-2116.01,True,Pl
2126234215705936640,291.2681042434125,44.488161866999654,Kepler-1294b,KOI-2624.01|Kepler-1294b,KOI-2624.01,KOI-2624.01,True,Pl
2126237131982289280,291.3877392676598,44.529044802755,Kepler-145,LAMOST J192533.06+443144.7|UCAC4 673-073948|AP J19253306+4431447|Gaia DR3 2126237131982289280|TIC 159721091|Gaia DR2 2126237131982289280|KOI-370|2MASS J19253306+4431447|Kepler-145|KIC 8494142|SPOCS 3812,LAMOST J192533.06+443144.7,LAMOST J192533.06+443144.7,True,Er*
2126454633427425664,293.74711152422327,45.1071978123657,Kepler-561b,KOI-464.01|Kepler-561b,KOI-464.01,KOI-464.01,True,Pl
2126514556811478144,293.05797891180293,45.248745841892735,Kepler-1071b,KOI-2048.01|Kepler-1071b,KOI-2048.01,KOI-2048.01,True,Pl
2126518783059463168,293.2815243242821,45.30965669923761,Kepler-1657b,KOI-3680.01|KOI-3680b|Kepler-1657b,KOI-3680.01,KOI-3680.01,True,Pl
2126524001437900928,293.2045007770902,45.43539137131046,Kepler-1322,Gaia DR3 2126524001437900928|TIC 275490412|Gaia DR2 2126524001437900928|2MASS J19324908+4526074|KOI-2716|Kepler-1322|KIC 9092504,TIC 275490412,TIC 275490412,True,Ro*
2126576679217244160,291.84193202688533,44.85812396384026,Kepler-253,UCAC4 675-072769|Gaia DR3 2126576679217244160|TIC 63065911|SPOCS 3846|Gaia DR2 2126576679217244160|2MASS J19272207+4451291|KOI-921|Kepler-253|KIC 8689373,UCAC4 675-072769,UCAC4 675-072769,True,Er*
2126577881808038016,291.71727641986234,44.88734760239778,Kepler-726,Gaia DR3 2126577881808038016|TIC 63000832|Gaia DR2 2126577881808038016|KOI-920|2MASS J19265215+4453143|Kepler-726|KIC 8689031,TIC 63000832,TIC 63000832,True,Ro*
2126615024685005568,291.4742434092148,44.68340954622432,Kepler-1256,LAMOST J192553.83+444100.6|Gaia DR3 2126615024685005568|TIC 159763320|Gaia DR2 2126615024685005568|KOI-2488|2MASS J19255383+4441006|Kepler-1256|KIC 8559152|SPOCS 3825,LAMOST J192553.83+444100.6,LAMOST J192553.83+444100.6,True,Ro*
2126632994828732032,291.1732804605855,44.92108211453974,Kepler-1435,LAMOST J192441.61+445516.3|LAMOST J192441.58+445516.0|LAMOST J192441.59+445516.1|Gaia DR3 2126632994828732032|TIC 159647919|Gaia DR2 2126632994828732032|KOI-3125|2MASS J19244159+4455160|Kepler-1435|KIC 8751796,LAMOST J192441.61+445516.3,LAMOST J192441.61+445516.3,True,Ro*
2126633166627436928,291.22508666072133,44.9272892706056,Kepler-420b,KOI-1257.01|KOI-1257b|Kepler-420b,KOI-1257.01,KOI-1257.01,True,Pl
2126639557538793088,291.0923625309083,45.11550765722865,Kepler-728b,KOI-923.01|Kepler-728b,KOI-923.01,KOI-923.01,True,Pl
2126645673572302080,291.20420268214787,45.238332864282434,Kepler-1940,Kepler-1940|Gaia DR3 2126645673572302080|TIC 159647359|Gaia DR2 2126645673572302080|KOI-4099|2MASS J19244900+4514182|KIC 8951205,Kepler-1940,Kepler-1940,True,Ro*
2126669411851377792,291.50802927077905,45.370090551596086,Kepler-1968,Kepler-1968|Gaia DR3 2126669411851377792|TIC 159762011|Gaia DR2 2126669411851377792|KOI-4733|2MASS J19260195+4522125|KIC 9021075,Kepler-1968,Kepler-1968,True,Ro*
2126820324123177472,291.86298336516774,46.42915861790927,Kepler-737,LAMOST J192727.07+462545.3|UCAC4 683-070885|Gaia DR3 2126820324123177472|TIC 63068329|Gaia DR2 2126820324123177472|KOI-947|2MASS J19272708+4625453|Kepler-737|KIC 9710326,LAMOST J192727.07+462545.3,LAMOST J192727.07+462545.3,True,Er*
2126890417989112832,290.2481026584954,44.435294921963866,Kepler-1013b,KOI-1914.01|Kepler-1013b,KOI-1914.01,KOI-1914.01,True,Pl
2127007584695708416,290.730014320739,44.83612800551353,Kepler-1936b,Kepler-1936b|KOI-4066.01,Kepler-1936b,Kepler-1936b,True,Pl
2127190000546917632,288.51517265818813,44.92325507445428,Kepler-1633b,KOI-5568.01|Kepler-1633b,KOI-5568.01,KOI-5568.01,True,Pl
2127422890853328128,290.5921304938805,45.73722061773395,Kepler-915b,KOI-1632.01|Kepler-915b,KOI-1632.01,KOI-1632.01,True,Pl
2127431274629643008,290.9536070829913,45.71955492619511,Kepler-1148,Gaia DR3 2127431274629643008|TIC 159581434|Gaia DR2 2127431274629643008|2MASS J19234885+4543103|KOI-2223|Kepler-1148|KIC 9278725,TIC 159581434,TIC 159581434,True,Ro*
2127432099262972416,291.2503029706656,45.655052860412404,Kepler-1612b,KOI-4513.01|Kepler-1612b,KOI-4513.01,KOI-4513.01,True,Pl
2127452543307810432,290.9833826051479,45.97333467146749,Kepler-916b,KOI-1633.01|Kepler-916b,KOI-1633.01,KOI-1633.01,True,Pl
2127712955764258048,289.85910075666146,46.52274428993543,Kepler-877b,KOI-1520.01|Kepler-877b,KOI-1520.01,KOI-1520.01,True,Pl
2127717182012104960,290.06799464922125,46.579153656719306,Kepler-739b,KOI-949.01|Kepler-739b,KOI-949.01,KOI-949.01,True,Pl
2127771917075703424,288.7389478123928,46.762593323109364,Kepler-219d,Kepler-219d|KOI-718.03,Kepler-219d,Kepler-219d,True,Pl
2127788822067165824,289.3520606878027,46.973632226809706,KOI-1940.02,KOI-1940.02,KOI-1940.02,KOI-1940.02,True,Pl?
2127790368255394048,289.34146340391084,46.9881525359731,Kepler-1662c,KOI-1783c|KOI-1783.02|Kepler-1662c,KOI-1783c,KOI-1783c,True,Pl
2127836719542510848,289.95643933692395,47.020345897018245,Kepler-1297b,KOI-2628.01|Kepler-1297b,KOI-2628.01,KOI-2628.01,True,Pl
2127941413665428992,289.18268115189505,47.87332874953994,Kepler-1568b,KOI-4204.01|Kepler-1568b,KOI-4204.01,KOI-4204.01,True,Pl
2128013019361703936,294.0230226767445,45.85305245854155,KOI-935.04,KOI-935.04,KOI-935.04,KOI-935.04,True,Pl?
2128125650583752832,294.0575673368467,46.440984023783216,Kepler-1636,LAMOST J193613.82+462627.7|Gaia DR3 2128125650583752832|TIC 270854684|SPOCS 2355|Gaia DR2 2128125650583752832|2MASS J19361383+4626277|KOI-5706|Kepler-1636|KIC 9715631,LAMOST J193613.82+462627.7,LAMOST J193613.82+462627.7,True,Ro*
2128150217796747520,294.0684092614628,46.579131511299984,Kepler-258b,Kepler-258b|KOI-951.01,Kepler-258b,Kepler-258b,True,Pl
2128190453050802048,293.5777961132755,46.73629536900725,Kepler-936,LAMOST J193418.66+464410.8|AP J19341866+4644108|Gaia DR3 2128190453050802048|TIC 270619059|Gaia DR2 2128190453050802048|KOI-1717|2MASS J19341866+4644108|Kepler-936|KIC 9895006,LAMOST J193418.66+464410.8,LAMOST J193418.66+464410.8,True,Ro*
2128198974266072192,293.9886742189147,46.71799799653662,KOI-2579.03,KOI-2579.03,KOI-2579.03,KOI-2579.03,True,Pl?
2128230615282091904,293.7258065701031,47.24691930493547,Kepler-1199b,KOI-2342.01|Kepler-1199b,KOI-2342.01,KOI-2342.01,True,Pl
2128256286308183552,292.35396353828327,46.22624558165033,Kepler-861b,KOI-1488.01|Kepler-861b,KOI-1488.01,KOI-1488.01,True,Pl
2128268380936413568,293.0377326733927,46.277522369747956,Kepler-217b,Kepler-217b|KOI-710.01,Kepler-217b,Kepler-217b,True,Pl
2128469007448159232,292.19398385438734,47.457080121258514,Kepler-225c,Kepler-225c|KOI-736.01,Kepler-225c,Kepler-225c,True,Pl
2128478044059903872,292.3374935659504,47.66417238857109,Kepler-1395,LAMOST J192921.01+473951.1|Gaia DR3 2128478044059903872|TIC 63204326|SPOCS 4095|Gaia DR2 2128478044059903872|KOI-2961|2MASS J19292101+4739511|Kepler-1395|KIC 10471515,LAMOST J192921.01+473951.1,LAMOST J192921.01+473951.1,True,Ro*
2128504397979254528,292.376092878375,47.880958423460314,Kepler-226c,Kepler-226c|KOI-749.01,Kepler-226c,Kepler-226c,True,Pl
2128840912955018368,293.9476371732934,48.06525909511984,Kepler-1974b,Kepler-1974b|KOI-7368.01|KOI-7368b,Kepler-1974b,Kepler-1974b,True,Pl
2128893144058813056,292.83215953256223,48.21933709003891,Kepler-1210,Gaia DR3 2128893144058813056|TIC 26750065|Gaia DR2 2128893144058813056|KOI-2368|2MASS J19311971+4813096|Kepler-1210|KIC 10863608,TIC 26750065,TIC 26750065,True,Ro*
2128901871432519936,293.28223536256036,48.28591861655739,Kepler-432,LAMOST J193307.72+481709.2|UCAC4 692-065830|AP J19330772+4817092|Gaia DR3 2128901871432519936|TIC 26817004|SPOCS 4148|Gaia DR2 2128901871432519936|KOI-1299|2MASS J19330772+4817092|Kepler-432|KIC 10864656,LAMOST J193307.72+481709.2,LAMOST J193307.72+481709.2,True,RG*
2128927297638946176,293.08445123687903,48.57536310233037,Kepler-850b,KOI-1440.01|Kepler-850b,KOI-1440.01,KOI-1440.01,True,Pl
2128941660008727168,293.89022183468995,48.336092603853736,Kepler-1422,Gaia DR3 2128941660008727168|TIC 27009720|Gaia DR2 2128941660008727168|KOI-3063|2MASS J19353364+4820100|Kepler-1422|KIC 10924562,TIC 27009720,TIC 27009720,True,Ro*
2128970419109836160,293.6856877375181,48.824987348875766,Kepler-533b,KOI-348.01|Kepler-533b,KOI-348.01,KOI-348.01,True,Pl
2129025841368107136,293.16009628043156,48.88120699461016,Kepler-166b,Kepler-166b|KOI-481.01,Kepler-166b,Kepler-166b,True,Pl
2129099474286578048,291.2820302071871,46.965950180754376,Kepler-1184b,KOI-2309.01|Kepler-1184b,KOI-2309.01,KOI-2309.01,True,Pl
2129103700534539136,291.53440196003095,47.04249494231332,Kepler-1776b,Kepler-1776b|KOI-1917.01,Kepler-1776b,Kepler-1776b,True,Pl
2129162283888866688,290.95791294119255,47.40626715501695,Kepler-527b,KOI-333.01|Kepler-527b,KOI-333.01,KOI-333.01,True,Pl
2129234336259850240,291.97142747028477,47.86404638929102,Kepler-194b,Kepler-194b|KOI-597.02,Kepler-194b,Kepler-194b,True,Pl
2129250313538148736,291.6577936034455,48.00926085175858,Kepler-1191,Gaia DR3 2129250313538148736|TIC 26538999|Gaia DR2 2129250313538148736|KOI-2327|2MASS J19263786+4800335|Kepler-1191|KIC 10730703,TIC 26538999,TIC 26538999,True,Ro*
2129254333627658112,292.24778239271114,47.87842540483686,Kepler-1151,LAMOST J192859.47+475242.4|Gaia DR3 2129254333627658112|TIC 63204022|Gaia DR2 2129254333627658112|2MASS J19285947+4752424|KOI-2227|Kepler-1151|KIC 10600955,LAMOST J192859.47+475242.4,LAMOST J192859.47+475242.4,True,Ro*
2129311576952316544,290.9739051388781,48.17820713848619,Kepler-1515b,KOI-3683.01|Kepler-1515b,KOI-3683.01,KOI-3683.01,True,Pl
2129330577887487744,291.5941530377329,48.44548821570843,Kepler-808b,KOI-1300.01|Kepler-808b,KOI-1300.01,KOI-1300.01,True,Pl
2129369095153280000,290.5436855781537,47.72590801983217,Kepler-1141,LAMOST J192210.42+474333.0|Gaia DR3 2129369095153280000|TIC 159393734|SPOCS 4097|Gaia DR2 2129369095153280000|KOI-2208|2MASS J19221047+4743331|Kepler-1141|KIC 10531955,LAMOST J192210.42+474333.0,LAMOST J192210.42+474333.0,True,Ro*
2129492824571882240,289.8589180503744,48.69380651516258,Kepler-386c,Kepler-386c|KOI-2442.01,Kepler-386c,Kepler-386c,True,Pl
2129703552846891136,292.53082867931784,49.06165309695091,Kepler-956b,KOI-1802.01|Kepler-956b,KOI-1802.01,KOI-1802.01,True,Pl
2129753610686818176,291.93616114579737,49.253946072188924,Kepler-669,Gaia DR3 2129753610686818176|TIC 26541079|Gaia DR2 2129753610686818176|KOI-766|2MASS J19274468+4915143|Kepler-669|KIC 11403044,TIC 26541079,TIC 26541079,True,Ro*
2129755779649780224,292.1151086038407,49.25637785232887,Kepler-1251b,KOI-2482.01|Kepler-1251b,KOI-2482.01,KOI-2482.01,True,Pl
2129776636010852224,291.72199889579514,49.48084914275026,Kepler-672,LAMOST J192653.28+492851.1|Gaia DR3 2129776636010852224|TIC 26491504|Gaia DR2 2129776636010852224|2MASS J19265328+4928511|KOI-773|Kepler-672|KIC 11507101,LAMOST J192653.28+492851.1,LAMOST J192653.28+492851.1,True,Ro*
2129820582115829504,292.9883120481255,49.484966466732494,Kepler-1573b,KOI-4232.01|Kepler-1573b,KOI-4232.01,KOI-4232.01,True,Pl
2129838139942109440,292.6777295651308,49.66386569938671,Kepler-1587b,KOI-4304.01|Kepler-1587b,KOI-4304.01,KOI-4304.01,True,Pl
2129847554510913536,292.6583914348989,49.865151338691255,Kepler-1431b,KOI-3115.01|Kepler-1431b,KOI-3115.01,KOI-3115.01,True,Pl
2129861435845006208,292.3285988162794,49.65351742329935,Kepler-842b,KOI-1424.01|Kepler-842b,KOI-1424.01,KOI-1424.01,True,Pl
2129931456691176576,291.25018619932445,49.2318060765177,Kepler-36b,Kepler-36b|KOI-277.02,Kepler-36b,Kepler-36b,True,Pl
2130026255211751808,290.23586263827605,50.03006520564695,Kepler-1163,AP J19205660+5001483|LAMOST J192056.59+500148.2|Gaia DR3 2130026255211751808|TIC 406950324|SPOCS 4262|Gaia DR2 2130026255211751808|2MASS J19205660+5001483|KOI-2260|Kepler-1163|KIC 11811193,AP J19205660+5001483,AP J19205660+5001483,True,Ro*
2130124219123552256,291.6594545116655,50.583857683210745,Kepler-2001c,Kepler-2001c|KOI-2061.02,Kepler-2001c,Kepler-2001c,True,Pl
2130131297229656832,291.4674577910055,50.759562162608354,Kepler-889b,KOI-1536.01|Kepler-889b,KOI-1536.01,KOI-1536.01,True,Pl
2130211080541825024,287.80554338871474,45.34053649880102,Kepler-1269b,KOI-2530.01|Kepler-1269b,KOI-2530.01,KOI-2530.01,True,Pl
2130236678547566976,287.635458093704,45.71603182529794,Kepler-1555b,KOI-4126.01|Kepler-1555b,KOI-4126.01,KOI-4126.01,True,Pl
2130247467504662016,288.20760007942016,45.683445529194145,Kepler-1837b,Kepler-1837b|KOI-2416.01,Kepler-1837b,Kepler-1837b,True,Pl
2130255885640736768,287.7982725964234,45.65676656630975,Kepler-387b,Kepler-387b|KOI-2443.01,Kepler-387b,Kepler-387b,True,Pl
2130282789316404736,287.4527654135758,45.70439661190777,Kepler-836b,KOI-1406.01|Kepler-836b,KOI-1406.01,KOI-1406.01,True,Pl
2130322955850385280,287.3327266353351,46.203433870728595,Kepler-651b,KOI-709.01|Kepler-651b,KOI-709.01,KOI-709.01,True,Pl
2130368310704421120,287.8872357478153,46.27611928443405,KOI-115.03,KOI-115.03,KOI-115.03,KOI-115.03,True,Pl?
2130376453962481024,287.9371734793692,46.41847780772125,Kepler-1617b,KOI-4617.01|Kepler-1617b,KOI-4617.01,KOI-4617.01,True,Pl
2130377106797534336,287.9680986250972,46.470595635180516,Kepler-1953b,Kepler-1953b|KOI-4372.01,Kepler-1953b,Kepler-1953b,True,Pl
2130405075624683136,288.23666356073375,46.60587327680537,Kepler-1753b,Kepler-1753b|KOI-1489.01,Kepler-1753b,Kepler-1753b,True,Pl
2130443730330509312,287.36940348895547,46.76814494768249,Kepler-140c,Kepler-140c|KOI-327.02,Kepler-140c,Kepler-140c,True,Pl
2130473176626619136,287.38923110707947,46.98444832831812,Kepler-429d,Kepler-429d,Kepler-429d,Kepler-429d,True,Pl
2130634667395736704,287.1010261296898,46.89640050192467,Kepler-178c,Kepler-178c|KOI-528.03,Kepler-178c,Kepler-178c,True,Pl
2130889204338693504,287.7808111861272,47.629843616727825,Kepler-164c,Kepler-164c|KOI-474.01,Kepler-164c,Kepler-164c,True,Pl
2130959744881558272,288.79306579084334,48.0401746387869,Kepler-117b,Kepler-117b|KOI-209.02,Kepler-117b,Kepler-117b,True,Pl
2130963696251416960,288.6178712246204,48.09836304436438,Kepler-375c,Kepler-375c|KOI-2236.01,Kepler-375c,Kepler-375c,True,Pl
2130982113070876160,288.1209343407748,47.96661163445879,Kepler-195b,Kepler-195b|KOI-598.01,Kepler-195b,Kepler-195b,True,Pl
2131059972237410560,287.3640813226708,47.785307901778765,Kepler-1948,Kepler-1948|Gaia DR3 2131059972237410560|TIC 158489110|Gaia DR2 2131059972237410560|2MASS J19092737+4747067|KOI-4252|KIC 10525049,Kepler-1948,Kepler-1948,True,Ro*
2131136491375075328,286.2498531546768,48.06092529704568,Kepler-618,Gaia DR3 2131136491375075328|TIC 405719849|SPOCS 3015|Gaia DR2 2131136491375075328|2MASS J19045995+4803393|KOI-600|Kepler-618|KIC 10718726,TIC 405719849,TIC 405719849,True,Ro*
